session_id,vehicle_id,station_id,start_time,end_time,duration_minutes,energy_kwh,total_cost_inr,payment_method,session_status,user_rating
706,382,20,2024-12-10 14:30:00,2024-12-10 16:05:00,95,24.39,257.07,Wallet,Interrupted,1.7
707,412,96,2024-10-24 13:12:00,2024-10-24 14:36:00,84,7.08,109.03,UPI,Interrupted,3.4
708,434,86,2023-01-29 07:18:00,2023-01-29 08:14:00,56,12.4,115.82,UPI,Completed,3.4
709,388,80,2023-07-12 17:12:00,2023-07-12 20:10:00,178,61.28,743.94,Credit Card,Interrupted,1.3
710,292,12,2024-07-31 15:02:00,2024-07-31 15:29:00,27,4.04,65.97,Debit Card,Completed,4.9
711,385,73,2024-02-12 16:12:00,2024-02-12 17:47:00,95,27.37,370.32,QR Code,Interrupted,4.9
712,360,25,2023-12-06 13:57:00,2023-12-06 16:20:00,143,11.72,41.37,Credit Card,Completed,3.3
713,196,123,2024-08-23 01:18:00,2024-08-23 02:14:00,56,5.49,41.28,Wallet,Completed,4.5
714,48,60,2023-08-09 21:41:00,2023-08-09 22:32:00,51,14.97,249.25,Credit Card,Failed,3.1
715,374,134,2023-12-16 14:50:00,2023-12-16 15:38:00,48,7.55,43.34,Debit Card,Failed,4.4
716,221,11,2024-12-30 21:24:00,2024-12-30 22:40:00,76,8.83,107.28,RFID Tag,Failed,1.3
717,79,128,2023-04-10 00:09:00,2023-04-10 01:43:00,94,20.99,111.88,UPI,Interrupted,1.4
718,161,44,2023-10-30 05:04:00,2023-10-30 06:30:00,86,20.0,70.4,Debit Card,Completed,1.3
719,364,118,2023-09-22 15:16:00,2023-09-22 17:24:00,128,32.76,179.2,Credit Card,Completed,4.9
720,250,11,2024-01-08 09:25:00,2024-01-08 11:24:00,119,38.24,464.62,QR Code,Completed,2.8
721,263,81,2024-01-18 02:43:00,2024-01-18 04:43:00,120,25.23,296.45,Debit Card,Failed,1.2
722,330,15,2023-09-08 22:52:00,2023-09-09 01:30:00,158,8.3,134.79,UPI,Interrupted,2.5
723,292,103,2023-03-16 07:24:00,2023-03-16 09:37:00,133,34.83,205.85,Debit Card,Interrupted,2.9
724,274,120,2023-04-22 02:11:00,2023-04-22 02:53:00,42,14.3,125.27,Wallet,Interrupted,1.8
725,169,17,2023-11-21 10:38:00,2023-11-21 12:57:00,139,16.31,285.1,QR Code,Interrupted,1.5
726,233,10,2024-07-12 04:30:00,2024-07-12 05:22:00,52,13.14,235.99,Debit Card,Failed,1.1
727,308,98,2023-03-05 11:50:00,2023-03-05 13:55:00,125,44.98,663.45,Credit Card,Completed,1.8
728,12,109,2023-10-04 08:40:00,2023-10-04 09:40:00,60,4.59,61.69,UPI,Interrupted,2.6
729,153,116,2024-03-05 16:13:00,2024-03-05 17:34:00,81,8.77,109.45,UPI,Completed,4.6
730,220,88,2023-11-01 05:12:00,2023-11-01 06:56:00,104,36.22,399.14,Wallet,Interrupted,3.1
731,402,42,2024-12-14 13:22:00,2024-12-14 16:03:00,161,27.89,144.19,UPI,Failed,4.1
732,306,51,2023-03-21 23:42:00,2023-03-22 02:25:00,163,39.97,543.59,Debit Card,Failed,4.9
733,481,82,2023-01-15 04:57:00,2023-01-15 07:09:00,132,45.63,318.5,Wallet,Interrupted,1.5
734,497,105,2023-09-27 16:46:00,2023-09-27 17:01:00,15,5.44,72.95,Credit Card,Failed,2.8
735,497,25,2023-02-07 06:47:00,2023-02-07 07:50:00,63,11.53,40.7,RFID Tag,Completed,3.4
736,111,90,2023-08-03 06:43:00,2023-08-03 09:25:00,162,57.1,576.14,Debit Card,Interrupted,1.1
737,460,79,2024-05-29 03:44:00,2024-05-29 06:06:00,142,36.28,487.97,Wallet,Interrupted,2.6
738,181,110,2024-06-19 10:07:00,2024-06-19 11:07:00,60,11.72,149.2,Debit Card,Completed,3.2
739,84,112,2024-01-26 09:54:00,2024-01-26 12:00:00,126,31.6,202.56,QR Code,Failed,4.8
740,464,26,2023-03-31 03:05:00,2023-03-31 03:24:00,19,4.66,26.75,Wallet,Completed,3.0
741,385,26,2024-10-10 14:32:00,2024-10-10 17:15:00,163,49.75,285.56,QR Code,Interrupted,4.4
742,109,58,2024-04-10 17:24:00,2024-04-10 18:08:00,44,4.92,45.02,Wallet,Completed,2.4
743,407,119,2024-02-27 20:45:00,2024-02-27 22:41:00,116,6.08,64.45,Debit Card,Completed,3.0
744,138,68,2023-11-11 13:43:00,2023-11-11 14:59:00,76,3.9,43.17,Wallet,Completed,1.1
745,79,96,2024-06-15 23:38:00,2024-06-16 01:14:00,96,14.99,230.85,RFID Tag,Interrupted,2.0
746,499,101,2023-07-17 19:41:00,2023-07-17 21:36:00,115,35.92,477.02,RFID Tag,Interrupted,1.5
747,326,100,2023-06-27 12:57:00,2023-06-27 14:33:00,96,20.53,331.15,Wallet,Completed,1.4
748,411,33,2024-05-31 03:40:00,2024-05-31 06:22:00,162,48.33,249.87,QR Code,Interrupted,4.3
749,82,83,2023-07-28 02:05:00,2023-07-28 02:26:00,21,3.96,54.45,QR Code,Failed,1.6
750,317,21,2024-08-08 12:01:00,2024-08-08 12:49:00,48,17.35,85.19,QR Code,Failed,4.1
751,96,62,2024-10-30 07:19:00,2024-10-30 08:23:00,64,14.05,201.76,Credit Card,Failed,4.1
752,403,97,2023-09-24 21:03:00,2023-09-24 22:28:00,85,6.48,53.91,Credit Card,Failed,1.1
753,297,27,2023-04-24 14:59:00,2023-04-24 17:46:00,167,14.84,160.12,Credit Card,Interrupted,2.0
754,93,24,2023-03-21 15:54:00,2023-03-21 17:41:00,107,36.28,614.22,Credit Card,Interrupted,1.4
755,408,6,2024-02-28 02:31:00,2024-02-28 05:26:00,175,12.98,165.11,QR Code,Interrupted,2.5
756,161,116,2023-06-14 05:19:00,2023-06-14 05:36:00,17,5.71,71.26,QR Code,Failed,3.5
757,438,9,2023-05-01 10:22:00,2023-05-01 12:40:00,138,50.38,511.36,RFID Tag,Failed,1.0
758,268,66,2023-05-05 06:38:00,2023-05-05 07:00:00,22,4.83,25.41,RFID Tag,Failed,4.0
759,111,94,2023-04-28 06:01:00,2023-04-28 07:39:00,98,9.2,71.12,UPI,Failed,3.8
760,65,69,2023-10-08 15:12:00,2023-10-08 15:50:00,38,6.09,49.76,RFID Tag,Failed,2.2
761,382,127,2024-03-22 16:25:00,2024-03-22 17:29:00,64,8.27,130.58,Credit Card,Failed,4.4
762,368,72,2024-02-07 03:37:00,2024-02-07 06:22:00,165,24.53,283.32,Credit Card,Failed,3.0
763,453,115,2024-03-09 19:47:00,2024-03-09 21:11:00,84,25.9,343.43,RFID Tag,Completed,3.4
764,220,52,2024-08-03 11:23:00,2024-08-03 14:19:00,176,54.46,947.06,Wallet,Completed,4.6
765,491,131,2023-09-17 18:26:00,2023-09-17 19:56:00,90,21.71,292.22,QR Code,Failed,2.4
766,16,30,2023-07-04 10:27:00,2023-07-04 11:29:00,62,10.12,130.14,UPI,Completed,3.6
767,191,38,2023-11-18 03:00:00,2023-11-18 04:36:00,96,25.72,369.6,QR Code,Interrupted,1.9
768,291,83,2023-08-27 17:04:00,2023-08-27 18:57:00,113,15.8,217.25,Credit Card,Failed,1.9
769,288,72,2024-09-14 21:04:00,2024-09-14 23:45:00,161,53.56,618.62,Wallet,Failed,4.0
770,163,82,2023-07-22 06:03:00,2023-07-22 08:24:00,141,29.31,204.58,Debit Card,Interrupted,1.5
771,232,44,2024-09-07 10:37:00,2024-09-07 12:30:00,113,14.11,49.67,UPI,Interrupted,1.1
772,402,2,2024-04-17 09:08:00,2024-04-17 11:06:00,118,7.28,99.52,RFID Tag,Failed,1.2
773,331,5,2023-03-13 15:06:00,2023-03-13 17:07:00,121,33.76,212.35,Debit Card,Interrupted,4.0
774,205,21,2024-07-23 10:31:00,2024-07-23 13:22:00,171,11.1,54.5,Debit Card,Failed,4.9
775,253,32,2024-01-18 19:06:00,2024-01-18 19:28:00,22,2.66,41.47,UPI,Completed,1.4
776,166,112,2023-08-20 05:05:00,2023-08-20 06:08:00,63,17.6,112.82,Debit Card,Failed,5.0
777,479,14,2023-09-23 01:07:00,2023-09-23 01:34:00,27,9.45,116.52,UPI,Interrupted,2.3
778,314,98,2023-10-04 22:10:00,2023-10-04 23:00:00,50,11.74,173.16,UPI,Completed,2.3
779,76,106,2024-10-14 14:42:00,2024-10-14 15:28:00,46,9.9,163.65,Credit Card,Failed,2.9
780,251,72,2023-11-26 23:30:00,2023-11-27 00:42:00,72,5.69,65.72,Debit Card,Failed,1.3
781,286,63,2024-11-06 20:47:00,2024-11-06 21:54:00,67,18.09,68.74,UPI,Interrupted,1.2
782,7,56,2024-04-24 12:12:00,2024-04-24 14:31:00,139,11.55,66.07,Credit Card,Failed,4.0
783,264,81,2023-11-16 22:29:00,2023-11-16 23:23:00,54,17.2,202.1,UPI,Completed,1.9
784,187,99,2024-04-08 19:32:00,2024-04-08 20:38:00,66,19.6,343.0,Credit Card,Completed,2.1
785,85,79,2024-08-14 20:06:00,2024-08-14 20:58:00,52,10.19,137.06,UPI,Failed,1.4
786,9,118,2023-07-11 08:01:00,2023-07-11 10:17:00,136,35.31,193.15,Wallet,Interrupted,2.1
787,475,22,2023-12-29 13:13:00,2023-12-29 14:06:00,53,9.31,140.67,Wallet,Failed,2.3
788,226,70,2024-01-14 03:03:00,2024-01-14 04:55:00,112,31.56,284.04,Wallet,Completed,2.2
789,207,46,2024-08-31 08:33:00,2024-08-31 11:23:00,170,35.07,404.71,Wallet,Completed,3.7
790,331,64,2023-04-24 07:07:00,2023-04-24 07:35:00,28,9.34,82.66,RFID Tag,Interrupted,2.0
791,273,26,2023-10-10 07:56:00,2023-10-10 10:49:00,173,46.97,269.61,Wallet,Interrupted,2.6
792,113,69,2024-05-22 06:10:00,2024-05-22 07:17:00,67,10.73,87.66,Debit Card,Failed,3.4
793,376,1,2023-04-07 05:32:00,2023-04-07 08:26:00,174,34.97,166.46,Debit Card,Failed,2.0
794,162,18,2023-06-20 05:21:00,2023-06-20 07:32:00,131,12.43,205.59,UPI,Failed,2.9
795,172,6,2023-07-01 08:56:00,2023-07-01 09:30:00,34,3.54,45.03,UPI,Failed,2.4
796,243,1,2024-05-15 07:30:00,2024-05-15 08:13:00,43,2.77,13.19,UPI,Failed,3.7
797,149,59,2024-06-21 16:10:00,2024-06-21 17:02:00,52,15.37,60.25,UPI,Interrupted,4.2
798,172,116,2024-05-17 23:22:00,2024-05-18 01:56:00,154,20.25,252.72,Wallet,Interrupted,2.5
799,7,91,2023-11-05 22:21:00,2023-11-06 00:48:00,147,43.4,379.75,RFID Tag,Interrupted,1.5
800,352,133,2024-10-17 00:09:00,2024-10-17 02:09:00,120,38.54,371.14,QR Code,Completed,2.4
801,16,63,2024-08-14 23:44:00,2024-08-15 01:49:00,125,20.48,77.82,QR Code,Completed,1.8
802,489,97,2024-10-16 03:17:00,2024-10-16 06:12:00,175,46.37,385.8,Wallet,Failed,1.7
803,467,90,2023-12-06 12:37:00,2023-12-06 14:38:00,121,42.27,426.5,Debit Card,Interrupted,1.8
804,297,134,2024-12-19 10:53:00,2024-12-19 13:44:00,171,15.21,87.31,Wallet,Failed,4.9
805,406,89,2023-10-23 03:00:00,2023-10-23 05:22:00,142,48.79,406.42,Credit Card,Interrupted,3.7
806,268,75,2024-09-30 17:42:00,2024-09-30 18:38:00,56,8.18,54.32,Debit Card,Completed,4.2
807,8,117,2023-02-11 06:18:00,2023-02-11 09:04:00,166,14.79,190.94,Wallet,Interrupted,1.0
808,181,1,2023-02-21 08:08:00,2023-02-21 09:52:00,104,34.14,162.51,RFID Tag,Failed,4.8
809,288,40,2023-03-30 22:17:00,2023-03-30 23:08:00,51,18.63,192.45,Credit Card,Interrupted,3.3
810,42,75,2023-08-13 01:30:00,2023-08-13 03:15:00,105,13.52,89.77,QR Code,Failed,2.5
811,205,26,2023-09-25 09:38:00,2023-09-25 11:12:00,94,9.86,56.6,Wallet,Failed,4.5
812,412,36,2024-11-30 06:16:00,2024-11-30 07:05:00,49,8.91,101.66,Credit Card,Interrupted,2.2
813,153,119,2024-07-12 05:24:00,2024-07-12 07:30:00,126,10.13,107.38,RFID Tag,Interrupted,3.8
814,258,92,2024-04-24 11:27:00,2024-04-24 13:41:00,134,24.54,399.27,Wallet,Interrupted,1.1
815,287,7,2024-03-07 02:48:00,2024-03-07 03:38:00,50,12.24,172.22,Debit Card,Completed,3.3
816,192,33,2024-09-27 17:57:00,2024-09-27 20:36:00,159,52.15,269.62,UPI,Interrupted,1.5
817,344,2,2024-04-18 16:29:00,2024-04-18 16:57:00,28,2.15,29.39,Debit Card,Failed,1.4
818,305,25,2023-10-25 18:30:00,2023-10-25 20:09:00,99,32.05,113.14,UPI,Failed,3.3
819,262,14,2024-12-19 06:33:00,2024-12-19 07:24:00,51,11.63,143.4,Wallet,Completed,1.9
820,346,40,2023-11-05 20:19:00,2023-11-05 20:35:00,16,4.88,50.41,RFID Tag,Failed,1.8
821,35,1,2023-06-06 19:56:00,2023-06-06 20:41:00,45,9.66,45.98,Credit Card,Completed,1.4
822,13,130,2024-03-30 12:03:00,2024-03-30 12:49:00,46,6.67,103.39,Wallet,Completed,4.3
823,431,67,2024-09-19 21:28:00,2024-09-20 00:20:00,172,15.31,56.34,Credit Card,Failed,1.1
824,73,62,2023-06-24 16:47:00,2023-06-24 19:21:00,154,17.47,250.87,Wallet,Interrupted,2.2
825,52,127,2024-01-12 21:17:00,2024-01-12 23:12:00,115,19.8,312.64,UPI,Interrupted,2.7
826,218,38,2023-01-29 09:29:00,2023-01-29 10:14:00,45,10.29,147.87,UPI,Failed,2.2
827,331,114,2023-02-13 11:08:00,2023-02-13 13:22:00,134,44.14,773.77,Wallet,Interrupted,1.0
828,82,92,2024-05-27 16:13:00,2024-05-27 17:57:00,104,34.92,568.15,RFID Tag,Interrupted,3.1
829,90,39,2023-12-27 20:46:00,2023-12-27 23:25:00,159,25.03,371.45,QR Code,Completed,2.1
830,391,78,2024-02-08 02:58:00,2024-02-08 05:58:00,180,36.57,639.98,Wallet,Failed,3.6
831,295,130,2024-11-05 16:16:00,2024-11-05 17:04:00,48,13.01,201.66,RFID Tag,Failed,2.4
832,317,104,2023-03-11 01:01:00,2023-03-11 01:56:00,55,6.79,47.8,QR Code,Completed,3.0
833,348,122,2023-11-28 07:49:00,2023-11-28 09:04:00,75,6.25,73.06,Credit Card,Failed,4.6
834,387,108,2023-03-07 01:39:00,2023-03-07 02:58:00,79,6.81,80.29,QR Code,Completed,2.8
835,192,8,2023-06-28 10:06:00,2023-06-28 12:16:00,130,22.05,177.94,QR Code,Failed,3.2
836,101,65,2024-05-17 14:43:00,2024-05-17 16:11:00,88,10.68,126.56,QR Code,Completed,2.7
837,271,50,2023-03-30 18:01:00,2023-03-30 20:57:00,176,62.29,439.14,UPI,Completed,1.1
838,72,2,2024-01-04 13:36:00,2024-01-04 16:10:00,154,49.86,681.59,Debit Card,Completed,3.7
839,491,136,2024-05-23 06:53:00,2024-05-23 08:01:00,68,15.68,228.14,Wallet,Failed,2.4
840,317,36,2023-03-10 14:27:00,2023-03-10 17:22:00,175,29.59,337.62,UPI,Failed,1.3
841,401,133,2023-11-02 03:07:00,2023-11-02 05:29:00,142,17.47,168.24,RFID Tag,Failed,2.3
842,115,75,2023-09-15 12:45:00,2023-09-15 14:31:00,106,7.58,50.33,Credit Card,Interrupted,1.3
843,295,62,2024-06-14 19:32:00,2024-06-14 21:06:00,94,16.58,238.09,UPI,Failed,3.8
844,57,121,2023-09-27 20:01:00,2023-09-27 20:24:00,23,3.61,62.31,Debit Card,Completed,2.3
845,392,16,2023-05-23 06:35:00,2023-05-23 08:14:00,99,33.92,152.64,QR Code,Completed,1.9
846,38,10,2023-12-21 02:26:00,2023-12-21 05:14:00,168,47.73,857.23,UPI,Failed,2.9
847,67,70,2023-02-12 03:02:00,2023-02-12 05:24:00,142,29.93,269.37,QR Code,Interrupted,2.7
848,156,59,2023-01-22 01:01:00,2023-01-22 02:06:00,65,14.25,55.86,Wallet,Failed,3.7
849,10,124,2023-02-23 12:49:00,2023-02-23 14:40:00,111,29.99,111.56,Wallet,Failed,2.7
850,71,30,2024-03-24 03:57:00,2024-03-24 06:49:00,172,62.12,798.86,Debit Card,Interrupted,1.8
851,224,15,2023-09-01 07:05:00,2023-09-01 09:50:00,165,8.78,142.59,Wallet,Failed,4.0
852,414,12,2023-01-16 23:15:00,2023-01-16 23:44:00,29,2.15,35.11,Credit Card,Interrupted,1.7
853,23,81,2023-12-25 19:41:00,2023-12-25 20:58:00,77,28.19,331.23,Credit Card,Failed,2.6
854,337,32,2024-11-03 02:04:00,2024-11-03 03:23:00,79,27.42,427.48,Credit Card,Interrupted,3.8
855,417,92,2023-08-14 14:45:00,2023-08-14 16:17:00,92,32.03,521.13,RFID Tag,Interrupted,4.5
856,126,135,2023-10-01 10:44:00,2023-10-01 13:17:00,153,32.04,311.43,UPI,Interrupted,4.6
857,362,125,2023-10-14 02:13:00,2023-10-14 03:03:00,50,15.82,151.87,RFID Tag,Completed,2.2
858,284,54,2023-05-06 11:46:00,2023-05-06 12:37:00,51,3.13,22.72,Credit Card,Failed,2.8
859,392,117,2023-04-27 00:31:00,2023-04-27 00:54:00,23,3.12,40.28,RFID Tag,Interrupted,2.2
860,495,22,2023-03-03 08:54:00,2023-03-03 11:45:00,171,29.34,443.33,UPI,Interrupted,2.5
861,23,58,2023-07-30 12:11:00,2023-07-30 14:16:00,125,27.33,250.07,QR Code,Interrupted,1.1
862,391,90,2023-01-27 19:48:00,2023-01-27 21:29:00,101,34.56,348.71,Debit Card,Failed,1.9
863,15,88,2024-09-28 13:55:00,2024-09-28 15:59:00,124,36.93,406.97,QR Code,Completed,4.2
864,284,100,2024-11-25 09:54:00,2024-11-25 12:25:00,151,29.71,479.22,RFID Tag,Failed,3.3
865,266,67,2023-06-16 12:29:00,2023-06-16 13:44:00,75,6.88,25.32,UPI,Interrupted,4.2
866,487,71,2023-03-29 07:49:00,2023-03-29 10:22:00,153,21.98,357.39,RFID Tag,Interrupted,1.2
867,141,93,2023-10-03 21:16:00,2023-10-04 00:06:00,170,9.16,86.29,Debit Card,Failed,3.6
868,429,68,2023-07-03 14:29:00,2023-07-03 14:48:00,19,3.6,39.85,Wallet,Completed,4.9
869,246,56,2024-02-23 01:37:00,2024-02-23 02:12:00,35,4.81,27.51,RFID Tag,Failed,2.3
870,33,113,2023-07-04 08:49:00,2023-07-04 10:14:00,85,11.24,181.19,Wallet,Completed,1.9
871,90,38,2024-09-24 20:03:00,2024-09-24 21:17:00,74,6.38,91.68,UPI,Completed,3.7
872,441,113,2024-08-16 10:02:00,2024-08-16 12:38:00,156,43.24,697.03,UPI,Failed,5.0
873,500,66,2023-01-17 21:54:00,2023-01-17 23:39:00,105,23.22,122.14,UPI,Failed,1.9
874,56,20,2024-06-03 14:07:00,2024-06-03 16:32:00,145,10.81,113.94,Credit Card,Interrupted,3.3
875,425,107,2023-03-15 20:27:00,2023-03-15 21:54:00,87,8.29,105.78,Debit Card,Failed,4.2
876,172,105,2024-10-29 11:30:00,2024-10-29 13:00:00,90,22.22,297.97,Credit Card,Interrupted,1.2
877,477,39,2024-08-28 00:06:00,2024-08-28 02:56:00,170,19.88,295.02,Debit Card,Failed,3.9
878,380,131,2024-08-18 22:22:00,2024-08-18 23:32:00,70,11.9,160.17,RFID Tag,Completed,3.6
879,77,98,2024-10-26 02:04:00,2024-10-26 03:16:00,72,16.49,243.23,RFID Tag,Failed,3.2
880,215,32,2024-06-24 01:38:00,2024-06-24 03:53:00,135,34.93,544.56,RFID Tag,Interrupted,2.3
881,100,76,2023-09-07 10:15:00,2023-09-07 12:02:00,107,13.17,80.34,Debit Card,Failed,4.9
882,355,62,2024-03-31 23:56:00,2024-04-01 01:55:00,119,19.59,281.31,Debit Card,Failed,3.0
883,469,93,2024-10-31 15:38:00,2024-10-31 16:51:00,73,14.03,132.16,Wallet,Completed,3.3
884,424,33,2024-07-04 07:49:00,2024-07-04 09:48:00,119,31.35,162.08,QR Code,Completed,3.4
885,408,74,2023-12-16 10:07:00,2023-12-16 10:42:00,35,6.28,63.3,RFID Tag,Completed,3.3
886,324,51,2023-07-04 14:00:00,2023-07-04 14:57:00,57,5.03,68.41,Debit Card,Failed,3.8
887,241,26,2023-05-10 01:53:00,2023-05-10 03:58:00,125,7.2,41.33,Credit Card,Completed,1.5
888,444,136,2024-02-02 13:22:00,2024-02-02 14:09:00,47,8.34,121.35,RFID Tag,Completed,3.8
889,61,87,2023-12-11 18:38:00,2023-12-11 21:30:00,172,14.47,103.17,QR Code,Completed,1.3
890,472,91,2024-04-04 13:40:00,2024-04-04 15:50:00,130,36.99,323.66,Wallet,Interrupted,4.0
891,359,35,2023-07-07 23:49:00,2023-07-08 02:34:00,165,56.13,823.99,RFID Tag,Completed,1.6
892,4,95,2024-11-21 20:29:00,2024-11-21 22:21:00,112,16.96,106.17,Credit Card,Failed,3.9
893,144,25,2023-08-26 09:31:00,2023-08-26 11:13:00,102,6.66,23.51,RFID Tag,Failed,3.3
894,433,110,2023-10-20 10:24:00,2023-10-20 12:00:00,96,27.82,354.15,Credit Card,Completed,4.3
895,377,54,2024-03-16 16:17:00,2024-03-16 18:59:00,162,53.22,386.38,Debit Card,Completed,2.4
896,85,31,2023-10-22 08:31:00,2023-10-22 10:38:00,127,15.34,173.34,Credit Card,Interrupted,4.8
897,133,28,2023-08-26 21:17:00,2023-08-26 22:08:00,51,4.1,65.6,RFID Tag,Failed,4.0
898,15,11,2024-07-06 17:51:00,2024-07-06 18:55:00,64,3.34,40.58,UPI,Interrupted,1.8
899,483,110,2024-03-31 16:08:00,2024-03-31 18:19:00,131,18.79,239.2,UPI,Failed,3.8
900,433,31,2024-03-31 13:31:00,2024-03-31 14:53:00,82,6.36,71.87,Credit Card,Interrupted,3.9
901,60,91,2023-03-22 23:50:00,2023-03-23 01:01:00,71,19.9,174.12,Debit Card,Completed,3.0
902,142,117,2024-10-07 23:32:00,2024-10-08 00:05:00,33,9.04,116.71,Debit Card,Completed,2.7
903,478,134,2023-11-22 06:53:00,2023-11-22 09:30:00,157,40.72,233.73,QR Code,Completed,4.8
904,322,3,2023-09-09 04:37:00,2023-09-09 06:28:00,111,36.2,239.64,Credit Card,Failed,1.8
905,241,39,2024-05-11 05:46:00,2024-05-11 08:08:00,142,19.81,293.98,Credit Card,Failed,4.5
906,487,133,2023-08-08 00:27:00,2023-08-08 00:59:00,32,6.57,63.27,RFID Tag,Completed,3.8
907,20,108,2024-12-05 08:39:00,2024-12-05 10:31:00,112,27.98,329.88,Credit Card,Failed,2.4
908,272,47,2023-11-04 07:56:00,2023-11-04 09:25:00,89,23.28,178.32,Wallet,Failed,2.6
909,183,124,2023-10-30 03:14:00,2023-10-30 03:57:00,43,15.26,56.77,Debit Card,Interrupted,4.9
910,167,64,2024-11-09 13:07:00,2024-11-09 14:07:00,60,11.83,104.7,Debit Card,Failed,1.5
911,357,102,2024-12-22 04:49:00,2024-12-22 07:07:00,138,43.61,585.25,Wallet,Failed,2.6
912,121,8,2023-10-25 08:32:00,2023-10-25 09:42:00,70,23.22,187.39,Wallet,Completed,3.2
913,166,67,2024-11-22 10:26:00,2024-11-22 12:21:00,115,35.21,129.57,Wallet,Interrupted,2.0
914,28,69,2024-05-12 23:14:00,2024-05-13 00:55:00,101,25.4,207.52,UPI,Interrupted,2.8
915,114,43,2024-07-02 06:49:00,2024-07-02 09:44:00,175,14.86,221.41,RFID Tag,Failed,2.3
916,310,6,2023-01-22 12:05:00,2023-01-22 13:45:00,100,33.89,431.08,RFID Tag,Completed,3.6
917,266,54,2024-01-06 17:12:00,2024-01-06 18:07:00,55,17.35,125.96,Wallet,Failed,1.9
918,411,42,2024-01-18 10:26:00,2024-01-18 11:36:00,70,15.76,81.48,Credit Card,Completed,1.1
919,11,135,2023-04-15 16:25:00,2023-04-15 18:44:00,139,8.81,85.63,Debit Card,Interrupted,1.1
920,324,64,2023-02-04 08:47:00,2023-02-04 09:33:00,46,14.14,125.14,Wallet,Failed,2.6
921,419,70,2023-03-28 02:04:00,2023-03-28 04:28:00,144,40.13,361.17,QR Code,Interrupted,1.1
922,381,39,2023-04-08 23:37:00,2023-04-09 01:32:00,115,12.83,190.4,RFID Tag,Interrupted,4.1
923,218,132,2023-01-24 09:17:00,2023-01-24 11:29:00,132,15.07,230.12,Debit Card,Failed,3.3
924,193,75,2024-03-15 02:14:00,2024-03-15 04:13:00,119,27.09,179.88,Wallet,Interrupted,4.6
925,274,130,2023-09-08 12:01:00,2023-09-08 14:23:00,142,39.82,617.21,Debit Card,Failed,3.9
926,232,58,2024-08-14 00:25:00,2024-08-14 01:39:00,74,14.18,129.75,Wallet,Failed,1.4
927,160,86,2023-05-28 20:05:00,2023-05-28 20:44:00,39,8.88,82.94,Credit Card,Interrupted,3.4
928,43,37,2024-02-17 19:53:00,2024-02-17 22:09:00,136,29.34,516.38,RFID Tag,Completed,1.2
929,253,65,2024-02-26 09:47:00,2024-02-26 11:28:00,101,31.73,376.0,UPI,Interrupted,3.8
930,307,105,2023-01-06 08:44:00,2023-01-06 09:52:00,68,19.66,263.64,Wallet,Failed,3.0
931,492,61,2023-11-26 14:45:00,2023-11-26 17:03:00,138,29.38,264.42,QR Code,Failed,1.3
932,54,109,2024-12-17 02:24:00,2024-12-17 03:11:00,47,13.61,182.92,Credit Card,Failed,4.0
933,86,51,2024-03-24 03:02:00,2024-03-24 05:05:00,123,25.44,345.98,QR Code,Failed,2.9
934,384,108,2024-02-13 00:18:00,2024-02-13 01:03:00,45,8.46,99.74,Debit Card,Failed,4.7
935,347,70,2024-06-19 10:39:00,2024-06-19 12:29:00,110,25.14,226.26,Credit Card,Completed,2.2
936,351,53,2024-09-20 22:23:00,2024-09-21 00:50:00,147,35.49,632.43,Wallet,Interrupted,1.8
937,170,35,2023-06-18 16:45:00,2023-06-18 19:01:00,136,7.22,105.99,Wallet,Completed,1.6
938,35,2,2023-11-16 22:12:00,2023-11-16 23:18:00,66,17.81,243.46,RFID Tag,Interrupted,2.3
939,32,120,2024-08-31 05:04:00,2024-08-31 06:48:00,104,26.16,229.16,Credit Card,Interrupted,3.5
940,476,50,2023-10-09 09:52:00,2023-10-09 11:56:00,124,29.15,205.51,Debit Card,Interrupted,3.5
941,207,66,2024-07-28 17:41:00,2024-07-28 18:47:00,66,4.92,25.88,Credit Card,Completed,3.9
942,144,46,2023-09-27 18:06:00,2023-09-27 18:53:00,47,14.21,163.98,RFID Tag,Failed,4.1
943,170,71,2024-09-22 21:58:00,2024-09-23 00:14:00,136,15.81,257.07,UPI,Completed,5.0
944,47,38,2023-05-27 05:30:00,2023-05-27 05:45:00,15,2.29,32.91,UPI,Completed,3.0
945,226,109,2024-11-11 15:20:00,2024-11-11 16:52:00,92,19.18,257.78,UPI,Completed,3.2
946,194,99,2024-12-24 15:22:00,2024-12-24 16:56:00,94,29.66,519.05,Debit Card,Failed,1.3
947,310,55,2023-06-20 20:53:00,2023-06-20 22:19:00,86,23.67,180.84,Wallet,Failed,2.8
948,356,65,2024-12-02 03:35:00,2024-12-02 05:41:00,126,32.32,382.99,Credit Card,Completed,4.5
949,438,120,2024-11-17 11:46:00,2024-11-17 13:49:00,123,14.48,126.84,RFID Tag,Completed,2.5
950,92,3,2023-07-20 14:23:00,2023-07-20 16:52:00,149,16.65,110.22,RFID Tag,Interrupted,2.3
951,467,95,2023-09-17 16:58:00,2023-09-17 17:16:00,18,4.36,27.29,UPI,Failed,2.1
952,246,102,2023-02-14 22:45:00,2023-02-15 00:04:00,79,10.81,145.07,UPI,Failed,4.3
953,442,121,2024-09-14 20:29:00,2024-09-14 22:49:00,140,14.7,253.72,QR Code,Failed,4.0
